id,review,address,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,keyword
800162,Worth a tour if you're in the area. Fun for couples friends or families. Has a decent restaurant and lots of fun trick art poses.,제주 서귀포시 중문관광로 42,제주 서귀포시 중문관광로 42,144876,-26642,정좌표,5.01E+18,새주소,제주특별자치도 서귀포시 중문관광로 42,제주특별자치도 서귀포시 색달동 2629,63535,5013062000,예래동,5013011900,색달동,art
20632,Woke up early hoping to catch the sunrise. We stayed at a pension just 5 min walk from the entrance to Seongsan ilchulbong. It was a wonderful experience to climb in the darkness of the predawn hour. We were surprised to see so many people waiting the start the climb when we reached?? it was raining the night before so the ground was rather slippery. Thankfully the rain had stopped when we started the climb. According to a local there are 500 steps to the peak. It's  doable though it does require a good amount stamina / more time (we were pressed as we wanted to catch the sunrise). The route is easy to follow - steps all the way; there're toilets along the trail too. It was cloudy on the day we climbed so the sunrise wasn't as we'd hoped but still spectacular regardless. On the way down we took a short detour down a flight of steps to a lagoon-like region where the haenyeon dive for seafood. The view there is spectacular especially before the tide rises in the morning. There is a restaurant that sells seafood caught by the haenyeon that was very yummy  we actually took some really nice pictures there. Would return in a heartbeat just for the refreshing climb!!,제주 서귀포시 성산읍 성산리 1,제주 서귀포시 성산읍 성산리 1,194578,-4214,정좌표,5.01E+18,구주소,,제주특별자치도 서귀포시 성산읍 성산리 1,NULL,5013025900,성산읍,5013025921,성산읍 성산리,art
3350001,With Snoopy Garden’s steep entrance fee it initially didn’t make my itinerary. But the good reviews were consistent and friends also highly recommended the Charles Schulz’s Peanuts themed museum and garden. The indoor museum part was the highlight for me which had explanations about every main Peanuts character and several comic clips that span over Schulz’s 50 years of drawing them. The old newspaper clippings old toys and old books were also cool to look at. There are dozens of great photo spots which can create some major bottlenecks on crowded days. The garden had about half a dozen themed areas (including my favorite Charlie Brown’s baseball field) that are pretty vast and would have been a lot more pleasant to walk around in cooler weather. We skipped the cafe that charged a criminal 8500 won for a lemonade. I’m not sure that the high price of admission is justified but this is a well maintained attraction(which is refreshing considering the high number of run down museums and small theme parks in Jeju) and the quality of the displays are of superb quality. Adults and children both also fans and non-fans of Peanuts both would enjoy the visit here.,제주특별자치도 제주시 구좌읍 금백조로 930,제주특별자치도 제주시 구좌읍 금백조로 930,179332,-5799,정좌표,5.01E+18,새주소,제주특별자치도 제주시 구좌읍 금백조로 930,제주특별자치도 제주시 구좌읍 송당리 2303-3,63355,5011025600,구좌읍,5011025625,구좌읍 송당리,art
220237,With regards as unable to download the recorded clip. Was a fun experience. Located just outside of Famous Love land. A start & end point we clearly shown.,제주 제주시 노형동 291-17,제주 제주시 노형동 291-17,152310,-5019,정좌표,5.01E+18,구주소,,제주특별자치도 제주시 노형동 291-17,NULL,5011066000,노형동,5011012200,노형동,art
1000007,While visiting a friend who works in Jeju my family drove around to visit places casually with a flexible schedule. We planned to visit the temple for half an hour but stayed more than an hour. The name of the temple means medical spring and the flowing water from a 3-dragon-head fountain next to the temple store tasted good and sweet. Although the temple was built for only around 20 years the buildings and layout followed the traditional design. The main building faces exact south that can view the sea. The bell tower is located in the east for sunrise and the drum tower is located in the west for sunset. The main building's first floor wooden windows are beautifully carved with inspiring stories covered by traditional white paper but not glass. There is a traditional Korean painting exhibition of Buddha of Compassion in the basement and it's gorgeous. The best part of our visit was that not many people around. We got the chance to enjoy the quietness and even used the mats inside the temple at the back of the first floor to meditate a short while. There are grapefruit trees in the yards along the way to bathroom.,제주 서귀포시 이어도로 293-28,제주 서귀포시 이어도로 293-28,148606,-27671,정좌표,5.01E+18,새주소,제주특별자치도 서귀포시 이어도로 293-28,제주특별자치도 서귀포시 대포동 1161,63543,5013061000,중문동,5013011400,대포동,art
740018,When we were there they were having a special limited showing of the ancient art of making furniture jewelry boxes etc using shells.  The displays were beautiful and it was interesting to learn how involved the process is.  The museum was nice we went on a rainy day when we needed indoor activities.  The museum is laid out so you walk through different period of history.,제주 제주시 일주동로 17,제주 제주시 일주동로 17,158029,2047,정좌표,5.01E+18,새주소,제주특별자치도 제주시 일주동로 17,제주특별자치도 제주시 건입동 261,63284,5011059000,건입동,5011010700,건입동,art
1080004,When we came it was pouring outside so this place was packed! Even though it was packed we got through the Museum never having to wait in line to take a picture. This Museum has given us some hilarious pictures to share with our friends and families and it was very entertaining to pose in the artworks.,제주 제주시 한림읍 광산로 942,제주 제주시 한림읍 광산로 942,140092,-16257,정좌표,5.01E+18,새주소,제주특별자치도 제주시 한림읍 광산로 942,제주특별자치도 제주시 한림읍 금악리 산 30-12,63021,5011025000,한림읍,5011025025,한림읍 금악리,art
670312,When we arrived there it was already flooded by numbers of tourists so we had a hard time to find a seat and taste the tea sample. Maybe to avoid the bad traffic and buses of tourists you should go early in the morning before the tour buses arrived.Very futuristic design building with the tea plantation across the road perfect for photo session. Don't forget to shop O'sulloc products particularly the green tea.,제주 서귀포시 안덕면 신화역사로 15 오설록,제주 서귀포시 안덕면 신화역사로 15 오설록,133793,-20885,정좌표,5.01E+18,새주소,제주특별자치도 서귀포시 안덕면 신화역사로 15,제주특별자치도 서귀포시 안덕면 서광리 1235-1,63521,5013031000,안덕면,5013031027,안덕면 서광리,art
800132,When in Jeju you can choose to go to Trick Art Museum or Alive Museum. Both are about the same you pose and take funny photos with the exhibits. The Alive Museum is divided into 5 sections Trick Art Object Art Digital Art Sculpture Art and Provence Art. If you follow the route after the first three you will get to the outdoor Sculpture Art. The last section Provence Art is basically a large room with a lot of large-sized stuff dogs in Provence village setting. The dogs are not as cute as the teddy bears at Teseum. I think Alive Museum is more suited for teenagers and youg adults visiting in groups it should be more fun for them.,제주 서귀포시 중문관광로 42,제주 서귀포시 중문관광로 42,144876,-26642,정좌표,5.01E+18,새주소,제주특별자치도 서귀포시 중문관광로 42,제주특별자치도 서귀포시 색달동 2629,63535,5013062000,예래동,5013011900,색달동,art
670470,What I want to know is does anyone go there of their own free will or are all visitors made to go as a part (low point) of a tour?  The tea ain't cheap either.,제주 서귀포시 안덕면 신화역사로 15 오설록,제주 서귀포시 안덕면 신화역사로 15 오설록,133793,-20885,정좌표,5.01E+18,새주소,제주특별자치도 서귀포시 안덕면 신화역사로 15,제주특별자치도 서귀포시 안덕면 서광리 1235-1,63521,5013031000,안덕면,5013031027,안덕면 서광리,art
670311,We've enjoyed looking at the exhibits tasting free samples of tea and bought delicious green tea ice cream (KRW4500). Then we walked over to Innisfree to make our own soap which was so much fun - KRW15000 for one kit that makes three soaps but two people can share the kit so it's a really fun experience! You get to gift-wrap them at the end so they'd make a lovely present. You can naturally buy soap much cheaper but the experience was great and you customise and prettify the soaps as much as you like.Both O'Sulloc and Innisfree can get quite busy - as we were leaving a massive coach party arrived. It's not super-easy to find a table in the O'Sulloc cafe so beware. I saw several couples cruising around desperate to find a table while their ice cream was melting rapidly.The only negative for us was the journey: from the intercity bus terminal in Jeju-Si it took over an hour: the traffic was awful both ways! According to our travel guide it should have been 40 minutes. If you're catching the bus from the bus terminal it's number 755 from platform 10 but beware as the bus leaves before the time stated on the board/your ticket and it's a 50 minute wait for the next one (we've learnt the hard way!),제주 서귀포시 안덕면 신화역사로 15 오설록,제주 서귀포시 안덕면 신화역사로 15 오설록,133793,-20885,정좌표,5.01E+18,새주소,제주특별자치도 서귀포시 안덕면 신화역사로 15,제주특별자치도 서귀포시 안덕면 서광리 1235-1,63521,5013031000,안덕면,5013031027,안덕면 서광리,art
220186,Went to this as part of a tour. The view from the coach as your ?defying gravity? is of a coach full of people craning their necks not straight ahead which you need to get the perspective. This is something thats maybe worth doing on the way to somewhere else but don?t go out of your way for it.,제주 제주시 노형동 291-17,제주 제주시 노형동 291-17,152310,-5019,정좌표,5.01E+18,구주소,,제주특별자치도 제주시 노형동 291-17,NULL,5011066000,노형동,5011012200,노형동,art
350039,Went there with the intention to educate my kids on how lava could flow to the sea and came up with beautiful natural shapes such as those seen there. Great to have educational information nearby to explain the formation.  More should be done to explain how small stones also play a part in eroding pitfalls on the rock surfaces It was an easy walk from the carpark.  Some local snacks were sold at the entrance and tickets could be bought via a machine.,제주 서귀포시 이어도로 36-24,제주 서귀포시 이어도로 36-24,146470,-28414,정좌표,5.01E+18,새주소,제주특별자치도 서귀포시 이어도로 36-24,제주특별자치도 서귀포시 중문동 2757-10,63547,5013061000,중문동,5013011200,중문동,art
20891,Went there as part of a cruise ship itinerary. It is a great walk and views. Avoid if raining or cloudy. The walk to the top of what is known in English as Sunrise Peak is quite strenuous and involves a lot of stairs. There are rest stops along the way. There are no lifts. It can get quite windy so jackets are required. There is a town centre area at the base with restaurants and shops.,제주 서귀포시 성산읍 성산리 1,제주 서귀포시 성산읍 성산리 1,194578,-4214,정좌표,5.01E+18,구주소,,제주특별자치도 서귀포시 성산읍 성산리 1,NULL,5013025900,성산읍,5013025921,성산읍 성산리,art
20046,Went as part of a day tour with Yeha Tours. This was part of their East tour. Sooo worth all the steps! About 12-20 minutes to top. I slept so well that night.,제주 서귀포시 성산읍 성산리 1,제주 서귀포시 성산읍 성산리 1,194578,-4214,정좌표,5.01E+18,구주소,,제주특별자치도 서귀포시 성산읍 성산리 1,NULL,5013025900,성산읍,5013025921,성산읍 성산리,art
250220,Went as part of a cruise ship itinerary. It really is like stepping back in time to see houses and the village preserved as it was before technology existed.,제주 서귀포시 표선면 성읍리 3294,제주 서귀포시 표선면 성읍리 3294,180172,-12163,정좌표,5.01E+18,구주소,,제주특별자치도 서귀포시 표선면 성읍리 3294,63624,5013032000,표선면,5013032023,표선면 성읍리,art
90070,Well u can literally find everything here. From live seafood to dried stuff and fresh fruits. We particularly like the night market street food stalls with lots of yummy food,제주 제주시 관덕로14길 20,제주 제주시 관덕로14길 20,155887,1779,정좌표,5.01E+18,새주소,제주특별자치도 제주시 관덕로14길 20,제주특별자치도 제주시 이도일동 1436-7,63192,5011053000,이도1동,5011010300,이도일동,art
250043,We were taken to the folk village. We originally tried the Jeju Folk Village Museum but that was full of tourists. We were shown around several buildings that we were told were still lived in. Sorry but even primitive people had some form of furniture and cooking facilities. Yes some people may life on site and in other houses. But why show empty and it mean completely empty houses. Show us how you and your past folk lived. Some of the information was interesting until the sales pitch started. The selling of the honey and blackberry cordial which suppose to make you younger and fitter!!! I bought a ship load- not. They took us into a hut with chairs all in rows for a presentation on the value of the juice at $40 a litre bottle. Right next to the village are some restaurants which our guide wanted us to eat in at our expense!!! So I guess the real reason for coming here is their extra bit of money!!!!For most of us on our bus this stop was a complete waste of valuable time.,제주 서귀포시 표선면 성읍리 3294,제주 서귀포시 표선면 성읍리 3294,180172,-12163,정좌표,5.01E+18,구주소,,제주특별자치도 서귀포시 표선면 성읍리 3294,63624,5013032000,표선면,5013032023,표선면 성읍리,art
60643,We were taken to Manjanggul lava Cave as part of a day tour. I've never been in one before and this was pretty neat. Comfy shoes are a must. The feeling under your feet is a slippery one and one of many uneven ridges. The cave is dimly lit which does give it atmosphere but does pose problems if you are unsteady on your feet. The 1km tube takes about 25 mins to walk to the middle of where the volcano erupted. You can't go any further in. We thoroughly enjoy this fab experience and would highly recommend it. It is not suitable for people in wheelchairs or strollers. There are lots of information boards through out the lava tube giving you lots of nformation. The coloured lighting adds to highlight the different textures and forms of the rocks.,제주특별자치도 제주시 구좌읍 만장굴길 182,제주특별자치도 제주시 구좌읍 만장굴길 182,178604,3574,정좌표,5.01E+18,새주소,제주특별자치도 제주시 구좌읍 만장굴길 182,제주특별자치도 제주시 구좌읍 월정리 산 41-5,63348,5011025600,구좌읍,5011025626,구좌읍 월정리,art
640014,We were staying in Seogwipo and had an extra day with nothing to do. So decided to book tickets from Klook on the day of visit. From Days Hotel in Seogwipo we would have to take two buses 201 and then 295?. The first bus is 1 hr 10-15 mins and much more frequent than the second bus which is a 5 mins ride or a 25 mins 2 km walk. Taxis are cheap starting fare of 2800 krw will get you to Aqua Planet from the 201 bus stop but they are a needle in a sack - hard to come by! Other countries??hard to reach facility ir tourist site may provide some form of free shuttle/transport but not here. Once you enter the main facility it would take you a long time to find the toilets - certainly not tourist friendly. Live shows are also all in Korean  albeit with English & Chinese subtitles. The size of this Aquarium is about one third or one quarter of the Okinawa one so we were seriously disappointed with its size and varieties of fishes available. Visit if you have a car or join a local tour or book a taxi. If using public transport like us think twice about going as its 3-4 hrs to and fro Seogwipo.,제주 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,제주 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,193172,-6994,정좌표,5.01E+18,새주소,제주특별자치도 서귀포시 성산읍 섭지코지로 95,제주특별자치도 서귀포시 성산읍 고성리 127-3,63642,5013025900,성산읍,5013025924,성산읍 고성리,art
800161,We were recommended Alive Museum by our guide who wasn't so sure what it was all about. The facade is not like any other museums we had visited in South Korea..more like an American building. It actually reminded me of the movie 'Night at the museum'! When we entered we realized that it was all about 'trick art'. We ended up marveling at and trying out almost all the paintings. My whole family really enjoyed the exhibits. The museum is quite big and divided into several sections. There is also a nice spacius cafe there which has fresh delicious egg tarts among other ood and drinks sold. Just outside the cafe is a garden with many interesting sculptures which await you to join in. The museum which I thought would be boring actually gave my family a couple of fun and exhilarating hours!,제주 서귀포시 중문관광로 42,제주 서귀포시 중문관광로 42,144876,-26642,정좌표,5.01E+18,새주소,제주특별자치도 서귀포시 중문관광로 42,제주특별자치도 서귀포시 색달동 2629,63535,5013062000,예래동,5013011900,색달동,art
1810028,We were mesmerized with the glass art. Such detailed work! The route made it easier to walk and enjoy all the glass art. Admission fee is 11 000 won. There were also one part of the park that showed glass palace  but we end up walking about 10minutes and no castle was in our sight  quite disappointed. P/S: you can find cute fridge magnet of jeju at the end of the souvenir shop. There were only 1 000 won for one. Very cheap for a fridge magnet I think.,제주특별자치도 서귀포시 중산간서로 1403,제주특별자치도 서귀포시 중산간서로 1403,141236,-24017,정좌표,5.01E+18,새주소,제주특별자치도 서귀포시 중산간서로 1403,제주특별자치도 서귀포시 상예동 4303,63534,5013062000,예래동,5013012000,상예동,art
440244,We were looking forward to this museum as a different experience. This museum is amusing but just so expensive in comparison to other museums in South Korea and particularly for the reduced number of exhibits.,제주 서귀포시 중문관광로110번길 31,제주 서귀포시 중문관광로110번길 31,145133,-27152,정좌표,5.01E+18,새주소,제주특별자치도 서귀포시 중문관광로110번길 31,제주특별자치도 서귀포시 색달동 2889,63535,5013062000,예래동,5013011900,색달동,art
80529,We were hoping to climb up to the summit. However we ere told to be there before 9 am. We hiked the Yeangsil Trail instead. It was a great experience. The trail was as per the Trod advisor reviews. Make sure you have the right shoes with the right traction. It was not that hard except for some parts of the trail. We enjoyed it very much. We bought some snacks on the trail but had to carry the trash back to our hotel!! The trail is well kept and marked. Will go back again but before 9 am so we can go to the summit. The views were fantastic . We saw a couple of deer. It was worth the visit. Make sure you arrive before 9 am if you want to go to the summit.,제주 제주시 1100로 2070-61,제주 제주시 1100로 2070-61,152889,-11443,정좌표,5.01E+18,새주소,제주특별자치도 제주시 1100로 2070-61,제주특별자치도 제주시 해안동 산 220-13,63077,5011065000,연동,5011013900,해안동,art
250110,We were here as part of a Yeha Tour. Our guide took us around the village and pointed out some key elements of traditional KKorean living. The Village was small but well kept. We did not go into any of the houses and we did not meet any of the families. Nobody tried to sell us anything. We had free time to walk around and take pictures and then we had lunch on site just outside the gate.,제주 서귀포시 표선면 성읍리 3294,제주 서귀포시 표선면 성읍리 3294,180172,-12163,정좌표,5.01E+18,구주소,,제주특별자치도 서귀포시 표선면 성읍리 3294,63624,5013032000,표선면,5013032023,표선면 성읍리,art
800028,We were brought there by our guide and had no idea what the place was about. We spent over an hour there and had a great time . You need to go there armed with a sense of humor a handphone with a good camera setting  and the ability to use the camera and it?셲 functions for the best results . I would certainly recommend this to anyone with young children  young adults and not so young adults who are young at heart!,제주 서귀포시 중문관광로 42,제주 서귀포시 중문관광로 42,144876,-26642,정좌표,5.01E+18,새주소,제주특별자치도 서귀포시 중문관광로 42,제주특별자치도 서귀포시 색달동 2629,63535,5013062000,예래동,5013011900,색달동,art
20850,We went up at 6am in the morning to see the sunrise. With cold rainy weather the event was less romantic than expected but well worth and good fun for us. We went up with our 3yr old boy. The way up is very well prepared and suitable for children who like walking/climbing a bit. We carried out son partly and party he walked. Well Organised tourist attraction.Entrance fee is only W2000.Have fun!,제주 서귀포시 성산읍 성산리 1,제주 서귀포시 성산읍 성산리 1,194578,-4214,정좌표,5.01E+18,구주소,,제주특별자치도 서귀포시 성산읍 성산리 1,NULL,5013025900,성산읍,5013025921,성산읍 성산리,art
240060,We went to visit this Dragon Rock and it put a bleak end to our Jeju trip. The rock is a beautiful artwork of nature but people seem to be taking too much advantages of it. The town nearby is full of hotel and other shops for travelers just down the street from the rock. We just couldn?t walk very near to it because the way down there is dangerous and blocked with the fence.,제주 제주시 용두암길 15,제주 제주시 용두암길 15,154558,2169,정좌표,5.01E+18,새주소,제주특별자치도 제주시 용두암길 15,제주특별자치도 제주시 용담이동 483,63152,5011058000,용담2동,5011010900,용담이동,art
670069,We went to a tee ceremony. A young woman demonstrated the art of green tea for half an hour without uttering a single english Word. Very frustrating The museum is set in beautiful peaceful surroundings but that does not compensate for the lack of english.,제주 서귀포시 안덕면 신화역사로 15 오설록,제주 서귀포시 안덕면 신화역사로 15 오설록,133793,-20885,정좌표,5.01E+18,새주소,제주특별자치도 서귀포시 안덕면 신화역사로 15,제주특별자치도 서귀포시 안덕면 서광리 1235-1,63521,5013031000,안덕면,5013031027,안덕면 서광리,art
160071,We went there with a tour group as part of a package.  It's basically a long walk in the park with a bunch of photo ops.If we had kids with us I would think it was OK.  But not for a couple of retired folks.,제주 제주시 조천읍 번영로 1278-169,제주 제주시 조천읍 번영로 1278-169,169084,-4436,정좌표,5.01E+18,새주소,제주특별자치도 제주시 조천읍 번영로 1278-169,제주특별자치도 제주시 조천읍 대흘리 1221-1,63346,5011025900,조천읍,5011025926,조천읍 대흘리,art
40069,We went there by taxi. Only did part of it for about 2.5 hours. Beautiful though it was sleeting and very windy. Enjoyed taking pictures. Would like to come back and spend the whole day. It must very pretty in Autumn.,제주특별자치도 제주시 한경면 녹차분재로 675 ,제주특별자치도 제주시 한경면 녹차분재로 675 ,130567,-18687,정좌표,5.01E+18,새주소,제주특별자치도 제주시 한경면 녹차분재로 675,제주특별자치도 제주시 한경면 저지리 1534,63005,5011031000,한경면,5011031030,한경면 저지리,art
220219,We went here by bus. We were not allowed to get off the bus. It might be a nice moment but not if you sit in the rear part of the bus.,제주 제주시 노형동 291-17,제주 제주시 노형동 291-17,152310,-5019,정좌표,5.01E+18,구주소,,제주특별자치도 제주시 노형동 291-17,NULL,5011066000,노형동,5011012200,노형동,art
170027,We went here as part of a shops tour. It was cloudy and rainy so you couldn?t really see anything. Our guide wasn?t very good so he didn?t explain much. I wouldn?t go here again unless it was a clear day,제주 제주시 조천읍 비자림로 768,제주 제주시 조천읍 비자림로 768,170953,-6828,정좌표,5.01E+18,새주소,제주특별자치도 제주시 조천읍 비자림로 768,제주특별자치도 제주시 조천읍 교래리 342-2,63346,5011025900,조천읍,5011025929,조천읍 교래리,art
410112,We went down to the second pond in rain and the stairs is quite steep so u gotta be very careful with ur steps. Upon arrival there is a platform where u can take photo of the fall. For dipping experiences u can continue hiking to fall no 1. No 3 is the farthest. U can refer to the map.,제주 서귀포시 천지동 667-7,제주 서귀포시 천지동 667-7,158899,-27840,인근좌표,50130,구주소,,제주특별자치도 서귀포시 천지동 667-7,NULL,5013054000,천지동,,,art
100229,We went as part of the Yeha Tour to the west. Bit hurried but ok.Few things are not different from any other good park but the lava cave tunnel is special here.,제주 제주시 한림읍 한림로 300,제주 제주시 한림읍 한림로 300,129174,-11608,정좌표,5.01E+18,새주소,제주특별자치도 제주시 한림읍 한림로 300,제주특별자치도 제주시 한림읍 협재리 2487,63011,5011025000,한림읍,5011025031,한림읍 협재리,art
240145,We walked down to the water for a better view.  Parts of the trek were without steps or handrails and are not for the weak or unsteady.  Saw several women with heels fall when attempting to traverse the rocks.  The best part was the old women divers selling their fresh seafood!,제주 제주시 용두암길 15,제주 제주시 용두암길 15,154558,2169,정좌표,5.01E+18,새주소,제주특별자치도 제주시 용두암길 15,제주특별자치도 제주시 용담이동 483,63152,5011058000,용담2동,5011010900,용담이동,art
830015,We visited this site on the last week of April when Spring was slowly starting. This place is simply mesmerising!!! The Canola flowers is just so gorgeous and the site of the mountain at the background adds beauty. Perfect for instagram. Worth a visit.,제주 서귀포시 안덕면 사계리 산 16,제주 서귀포시 안덕면 사계리 산 16,135985,-27964,정좌표,5.01E+18,구주소,,제주특별자치도 서귀포시 안덕면 사계리 산16,NULL,5013031000,안덕면,5013031025,안덕면 사계리,art
1800002,We visited this place and you can see the explanation of the art works while walking to this museum. Can visit for children to see =),제주 서귀포시 이중섭로 27-3,제주 서귀포시 이중섭로 27-3,159372,-27705,정좌표,5.01E+18,새주소,제주특별자치도 서귀포시 이중섭로 27-3,제주특별자치도 서귀포시 서귀동 532-1,63595,5013052000,정방동,5013010100,서귀동,art
