id ,review,address,,
10045,"After visiting the Seongsan Ilchulbong Peak, we proceeded to head to the ferry terminal for Udo Island. We were surprised we couldn t get a cab during winter. Hence, we ended up walking to the ferry terminal instead.Note you need to show your passport and fill up a boarding form in order to take the ferry, at 30 mins interval. We took the 1400hr ferry. A 2-way ferry ticket costs 8,500 won. Upon arriving the island, one has the option of renting an electric scooter, manual bicycle or take the bus. For us, we took the round island bus. Bus fare is 5,00 won, which you can hop in and out at any attraction stops.  We headed to Udo-bond Peak stop and hiked up. Unfortunately, it was drizzling the whole day. We spent about an hour before returning to the ferry terminal.I suggest you allocate an entire day for Udo island. If the weather is fine, it is worthwhile to stop by all the attractions, enjoy the beach and food there.",제주 제주시 우도면,,
10046,"Nice day trip to this island off an island. Nice food choices all round and you can take the hop on hop off bus if you aren t able to rent the electric vehicles or bicyclesThe island is not too big but there are lots of things to occupy you for a day. Beaches, food, trails, speedboats, horse riding, atvs  etc",제주 제주시 우도면,,
10047,We crossed this area on our walk through the Olle trail. Very scenic place for a walk and enjoy the afternoon.,제주 제주시 우도면,,
10048,I think the best way to enjoy the island is to rent the electric bike. We moved at our own pace and did many photo stops. There are many nice corners and colourful restaurants for photo taking. Great place!,제주 제주시 우도면,,
10049,"Must visit place if u come to Jeju Island. I rent a bicycle, cycling & round the island. It will takes around 2-3 hours. It will getting easier to stop everywhere and snap the picture. I visited Udo Island end of March and it full with the Canola Flowers!!! Don't forget to try the nut ice cream too. There have a lots of stall and restaurant selling it!!",제주 제주시 우도면,,
10050,"Had a great day out on Udo Island We got the bus from Jeju City bus terminal . It s about 1hr 20 mins on the bus but the journey is really scenic so we quite enjoyed it. The ferry was really easy and quick Once we got onto the island we hired electric bikes to get around . These were great . We had 3 hours on the island to cycle around and have lunch - we should ve hit there earlier in the day as would ve had more time to explore, but overall, a great day out",제주 제주시 우도면,,
10051,"Here really is a nice and beautiful place. Rent a bicycle to walk around the island during autumn is soooo good. Worth to visit it. I ate a sashimi bibimbap there, is fresh and yummy. 3 hours is not enough seriously, if you wanna go through the whole island, unless you ride your bicycle without stop, haha.",제주 제주시 우도면,,
10052,A beautiful tiny island that is definitely worth a visit!Prepare a full day there. And get your International driving license ready to rent the mini scooters there which is a totally different experience!We ditch our rented car and never regretted. But do note that each scooter can probably take up to 2adults and a toddler max if u have kids. Bicycles are an alternative too.Start your morning early as it s probably some drive to the port.,제주 제주시 우도면,,
10053,Most of the top hill is closed off due to rain and slippery incline so we were only able to visit the lower parts. Should try the peanut ice cream!,제주 제주시 우도면,,
10054,Had a half day to roam around this small island and i had an amazing time. There's a bus the goes around all tourist site so better to go there early in the morning to visit all. Catch a ferry from the harbour and believe me that this is good to find peace of mind and goal setting.,제주 제주시 우도면,,
10055,"we tried to take bus and ferry ourselves to visit Udo. The weather on that day was very good, there were a lot of geographical scenes in Udo, beaches were beautiful, besides taking bus for seeing the whole island, take a walk along the seaside was also very good.  eating seafood in a famous restaurant, also tried the famous peanut ice cream of this island.",제주 제주시 우도면,,
10056,"This island is 15min away from seongsan ferry terminal. You just have to fill in the passenger particular and show yourpassport. The island is full of atv for rent, do look out for the bus as the road are quite tight.  I shipped my car over at the price of 21000wonDo try their seafood ramen and peanut ice cream!",제주 제주시 우도면,,
10057,"From our recent experience and what our driver/guide told us:(1) rental cars: totally not allowed in busy summer. We visited in October so his car was allowed to take us onto the island, and still it was very crowded with the scooters and the bus, after a two day closure due to the wind(2) bring your passports (or other ID): although we had a rental car and were not going to rent any scooter, we were still asked for the passports before we boarded the ferry(3) when you plan your itinerary, if Udo is a must for your trip, be ready to make flexible rearrangements due to weather. We had to change our hiking in Hallashan due to a two day closure of the ferry service because of the wind. Check your weather forecasts as you get close to your Udo visit. If you plan to stay there overnight, also ask for cancellation or delay policy.(4) snacks not to be missed: peanut ice cream and peanut rice wine (although I should say it's a snack!) peanuts are local on Udo Island(5) reserve a whole day or most of the day if you want to fully enjoy Udo.  Even we had a car, we found it quite rush with some time wasted on the traffic (and it was only October, not the busy summer!)(6) romantic?? The reviews below were quite right about the beep,beep, beep.......of the scooters and the bus so I guess if you really want a Romantic Udo, it's better to stay overnight and after all the day visitors are gone, I think you should be able to enjoy a serene starry sky (but we didn't stay I could only imagine....)Enjoy Udo!",제주 제주시 우도면,,
10058,"We thoroughly enjoyed our day on Udo. We hired manual bikes and stopped at the little beached and cafes along the way. It was cold and really windy so I think it was quite quiet in terms of people compared to a normal day which is why I think we enjoyed it so much. The bigger beaches (especially the black sand beach at the end) are a terrible example of sympathetic tourism and are blights against the beautiful natural landscape. Blaring music, ugly buildings and structures detract from the stunning island itself. We chose to eat at a cute little cafe which had character and that was away from the others.",제주 제주시 우도면,,
10059,"I am a huge fan of Udo.  I have been numerous times and I never get tired of exploring a new road or a new cafe.At times it is soooo overrun by tourists that it can be a little overwhelming, but if you are smart and plan your trip during quiet times of the year, it is really rewarding.  The roads are quieter, the stores less busy.  There are numerous ways you can tour the island:I usually take my car.  I have heard that NO rental cars are allowed on Udo anymore.  so be aware of that.But once off the ferry there are so many scooter and electric bike shops* around.  *Foriegners be aware that you do need a license to rent these!ProTip:  I absolutely recommend you get off the beaten path and go explore the inner part of the island. So many cute cafes and splendid views!",제주 제주시 우도면,,
10060,"Udo is like a big kids playground. You rent an electric scooter and scoot around this fun little island. We looped it in about an hour and a half, stopping for iced cream. The rental was 3 hours and so we explored the middle of the island off the beaten path. You cant really get lost and apple maps or navient works great (so does cell phone data). Some expert tips:Get the  Harley Davidson  2 man bike.Its rain covered, and you wont get too hot like the enclosed units. Adjust the seat forward (lever under your leg) to free up some space behind your seat for your bagOnce you get your scooter, scoot scoot! Everyone follows the same clockwise loop around the island. Open that throttle and pass those dottling tourists. Udo Awaits!Use your horn, and folks let you pass. Beep Beep!Skip the first two big pulloffs where everyone stops. Its way too crowded and you may have to pay to park! Watch for the big bus! It runs opposite motorcycle traffic and takes up most of the narrow roadway. So dont drive in the middle of the motorway. The bus driver is very safe and watches for confused motorcyclists. It was very safe.Otherwise, beep beep, scoot scoot, and enjoy the Electric Scooterland of Udo!",제주 제주시 우도면,,
10061,The view on Udo myeon is excellent where can take a look of half of the island. But you better rent a car and drive there.,제주 제주시 우도면,,
10062,Four of us rented an electric bicycle once arrived the island. It was a great way to tour UDO. The scenery was lovely and wished we could use our international driver license to rent the motor cycle bikes. The ferry ride across from the main island to UDO was pleasant. We only spent about 3 hours and do wish we have more time. We took lots of photos and surely we will come back next year when we return to South Korea.,제주 제주시 우도면,,
10063,"Use the city bus to the port, took me around 1h30mins from Jeju City. Bought the return ticket at kw8500/person. Rent a scooter near the port for kw25,000/2 hours. Beautiful ride with ocean scenery, due to time constraints, didn't manage to hike to light house. 2 hours is just nice to see udo with lunch and stop along the attractions. After udo can trek to sunrise peak and catch the women diver performance at 3pm. Just follow the olleh trail and you will be find.",제주 제주시 우도면,,
10064,"A workout by renting bikes at port to ride around the whole island.  You get to see very different types of sand and beaches, you ll better realize why they call it mini-jeju island.  The island s famous peanuts have thin skin and not bitter as your typical peanut skins.  If you have elderly with you, there are golf carts for rent too!",제주 제주시 우도면,,
10065,"For most people, this place is kind of hard to reach because the public transportation in Jeju is not really comfortable. But if you rent a car, you really need to visit this place.You need to take ferry from the east part of Jeju Island. Inside of the island, you can borrow a bicycle to travel around the Udo Island. Don't miss the authentic ice cream of this island (see the pictures).",제주 제주시 우도면,,
10066,I love the weather there. it is so fresh with cool breeze and fantastic landscape. it is such a great place for taking photo or filming.,제주 제주시 우도면,,
10067,"Have your passport  and money for the Udo Ship ticket and you will take your glorious  time  on the Beach, in the cafes, just walking or riding around",제주 제주시 우도면,,
10068,"The most common way to get to Udo is by ferry. Just a reminder to bring your passport to get the ferry tickets. You may take your car on the ferry but I think it is unnecessary. There are a lot of tourists heading to Udo every day, you can rent a small car, electronic bikes or just bikes to get around the island. Our family went around, took some photos, ate peanut ice cream and ate more peanut ice cream. You can take really nice photos here but to be honest there is not really too much to do.",제주 제주시 우도면,,
10069,"Korea can feel very touristy and materialistic. Udo is the antidote to this. A beautiful, small island... with stone fences and perfectly kept fields of rye. Cute cafes and stone beaches. You can walk all over or cycle or drive your own rickshaw. Picturesque and less changed by tourism. I wished I had spend 2-3 days here instead of Jeju.",제주 제주시 우도면,,
10070,"Basicallu it's a small island, so we can walk / rent bicycle - motorcycle - small car / hop on bus to get around. Almost no activities. Just stop by here n there to take picture, buy ice cream, dine, etc. If you just want to relax and embrace the beautiful nature around, this is a good place. Our family rent bicycle 10.000 won per bicycle. It took us 4 hours to go around the island slowly.",제주 제주시 우도면,,
10071,"We had high expectations of Udo, having read many great reviews. It turned out to be very touristy - lots of commercial establishments and activities (e.g. hipster cafes, rental bikes, women divers, boat/submarine rides). We enjoyed the quieter parts of Udo (e.g. Udobong Peak trail), away from the crowds. Please note that drivers of the mini-buses spoke only Korean which posed some challenge in communication. The traffic can also be quite chaotic at certain parts, with the mini-buses having to navigate through the many cyclists/bikers and tourists on the roads.",제주 제주시 우도면,,
10072,"I had high hopes for this spot, but it is hard to recommend it.  What was once a pretty island is now circled by identical seafood restaurants, cafes, burger joints and other tourist shops.   Biking a loop around the island is nice enough, but the road is jammed with little electric ""rickshaw"" things and noisy scooters.  Honestly, this place would be a perfect case study of bad development for a tourism management class.",제주 제주시 우도면,,
10073,Been here with guided by local tour. Take ferry service about 15 minutes reach Udo. You may choose option for shuttle bus services getting around island. But local bus driver only can speak Korean during introduction of each drop point. Bike available for rent as another option to around this island.,제주 제주시 우도면,,
10074,"a smmall island about 3.5 km off jeju. same as jeju, it's also a volcano lava island. can take hop-on-hop-off bus to go round the island with very reasonable price",제주 제주시 우도면,,
10075,"We spent a nice & easy day on the island.  The island is small enough to complete within a day and yet big enough for you to do/see.  The ferry ride to the island was a short and easy one.  We didn't drive there which was good since we already pre-planned to ride around the island.  There were many rental shops to choose from.  There were many different types of vehicle you could choose from, e.g. manual bike, ebike, mini-car (not sure what you call them), etc. Do note that some will require international license.  We opted for the ebike which was in good use for the uphills. The route around the island was scenic and very instagrammable.  Many caf챕s to choose from. It is a good place to roam in your own pace and taking your own time to absorb the pretty views.Definitely a place worth going.",제주 제주시 우도면,,
10076,My friend told me to make sure I visit Udo island before leaving. We truly enjoyed the ferry ride and riding around the island on a bus.,제주 제주시 우도면,,
10077,"Visited 4 times during my one year assignment in Jeju. Udo Island is very beautiful and peaceful. Rent a bike to tour around the island will definitely bring you fresh air and excitement. Stopped by at any cafe to try their peanut ice cream from udo! Really nice! I give average for their hallasan fried rice, it s good to try but the taste is just normal. Udo has a very nice beaches around and good for photo:) recommend to go when you visit jeju.",제주 제주시 우도면,,
10078,What a beauty! Cant stop taking pictures while doing Olle trail. Took about 6hrs. Please do not forget the sunblock if you come in the summer. Locals are friendly.,제주 제주시 우도면,,
10079,"We visited Udo with my brother as part of our trip on Jeju. It is easily accessible via ferry (don't forget to bring your passport to buy a ticket!). We did the recommended tour (4h, with lunch time) and it was beautiful: campaign, port, cliffs, lighthouse... We definitely recommend it. We rate it 4 stars and not 5 because of the garbages on the island, it wastes the beautiful landscapes!",제주 제주시 우도면,,
10080,"We caught the 7:30 am ferry from Seongshan Port to Udo.  The ferry left a bit early so we actually arrived at the island by 7:35.  The ferry ride should be about 15 minutes.  Cost was 17,000 kwr for 2 adults for round-trip tickets.  We struggled with whether we should have brought our car on board and immediately regretted not doing so once we landed.  Seems it is off season so not busy at all.  The first place we stopped at was the mango shop, where they also have a shop In the back for vehicle rentals.  Stopped there and tried to rent a mini-car/scooter but the staff said no rentals today because of the festival (seems it is the seashell festival).  Anyway, with no other option, we just took the hop-on and hop-off bus (5000 krw per person).  It s about 21,000 krw round trip for a small car.  First stop was the lighthouse, got there at 7:45 and went back down to catch the next bus at 8:30.  The next stop after was the black sand beach.  Then to the other lighthouse on the northern tip of the island.  We concluded our trip at the stop after that which is the other ferry port.  We caught the 10 am ferry.  We skipped the white sand beach which is probably the most popular site as a lot of Korean dramas were shot there.  Some tips:- bring your car if you have one so you can visit the island on your own schedule - try the peanut ice cream at Jimmy s Natural Ice Cream- most of the food places may be closed on a Sunday",제주 제주시 우도면,,
10081,"Highly recommend when you plan a visit to Jeju. Udo is simply beautiful. Deep blue ocean, clean and clear sea with canola blooming in spring, there s nothing more you could ask for",제주 제주시 우도면,,
10082,Udo is a beautiful place that we have no regret to visit and spent 3 hours to round the island with rental electric car for KRW35000. Most shop offer KRW20000 for 2 hours and we find it will be a rush that you can t really enjoy the scenic view of the island. Returned ferry ticket cost KRW8500/person. Rental car is currently not allowed to enter the island as a one year control started Aug 2017 so we parked it at covered parking near the port before we depart to Udo.,제주 제주시 우도면,,
10083,"i am lucky to visit udo on a sunny day. we are amazed by the unbeatable view and superb environment. spent a relaxing day in udo.if you go to jeju, you MUST go to udo!",제주 제주시 우도면,,
10084,We finally able to go Udo after few days of gloomy weather. Today just perfect as the sun is finally out. Do get into hop on/off bus with 5000won per person and you can get into the whole attraction places with some driver speak good english,제주 제주시 우도면,,
10085,The most memorable thing was rather on the ferry to Udo Island.The seagulls were hovering over those who had Calbee prawn crackers ready to feed them. They followed the ferry from Jeju all the way to Udo. That was a sight!Udo generally has good scenic views and interesting coral beach with clear blue waters.,제주 제주시 우도면,,
10086,"We came here to the Seongsanhang Port Passenger Ferry Terminal to take the ferry to Udo island but the ticket counter was closed on 1st March 2018 which was a Thursday at 12pm , went and asked another ticket booth counter nearby and the lady told me in mandarin language that it's close due to bad weather as it was a windy day .",제주 제주시 우도면,,
10087,"The landscape is a volcano, and the scene is very gorgeous, especially while the sunset or sunrise. The breeze from the sea makes you feel so good.",제주 제주시 우도면,,
10088,"In short, a MUST GO when in Jeju-do. The beautiful breathtaking view of the ocean and on good days, clear view of Halasan mountain from the beach. We were there on 2nd Feb, and if it was not because of the freezing cold weather i would have jumped in the sea myself! Reaching U-do by ferry (15mins ride) and there are cute scooters for rent. We went with a travel agent, hence, we toured by bus. We went to two main places, one with a speedboat ride circling the island they claimed to look like a cow laying down and another by the beach of U-do. The water is of emerald in colour and dark blue  here is a picture for reference.",제주 제주시 우도면,,
10089,"If you are looking for a remote island off the coast of Jeju then this might not be for you. However, if you are after an island that is a short ferry ride away and has many activities to offer then this is it! Udo is beautiful, and attracts many tourists especially in the summer time. You can rent a bicycle for the day at about 10,000-12,000W, or rent an electronic bike/scooter thing (with an international drivers license). Caves, mountains, as well as many beaches to explore. Stay the weekend on Udo or ride the ferry back to Seongsan, you'll have a great time :).",제주 제주시 우도면,,
10090,"We didn't spent much time here as we are rushing. Overall is a nice place to visit. You can rent a bike or motor cars to go around the island or take the bus tour. At first we planned to drive car inside the island. However, due to many vehicles in the island and to avoid traffic jam, they have set the rules that only local island cars can drive into Udo island. I forgot the timeline but it took around one year period. For those who plan to drive car enter the island you may need to further check on it. When purchased the ferry ticket, you are required to fill in the two forms. Please bring along your passport as well. The counter personnel not many can speak English where we feel a bit challenge. Overall, is a nice place to visit. And if possible do spare around one day to enjoy the environment here.",제주 제주시 우도면,,
